target_id,block_id,structural_cell_id,structural_role,training_defense,defense,attack,attack_fit,auc,balanced_accuracy,tpr_at_5_fpr,tpr_at_10_fpr,threshold,score_direction,evaluation_mean_probability_std,evaluation_mean_label_flip_rate,effective_defense
PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_b02,eff_su2_r5_d6,high,dp_qml,none,loss,adaptive_defended_calibration,0.5186999999999999,0.525,0.01,0.04,-0.0671501494944095,as_defined,,,dp_qml
PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_b02,eff_su2_r5_d6,high,dp_qml,none,confidence,adaptive_defended_calibration,0.5186999999999999,0.525,0.01,0.04,0.935054898262024,as_defined,,,dp_qml
PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_b02,eff_su2_r5_d6,high,dp_qml,none,maximum_probability,adaptive_defended_calibration,0.4961,0.4649999999999999,0.03,0.04,-0.8409304320812225,inverted_from_calibration,,,dp_qml
PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_b02,eff_su2_r5_d6,high,dp_qml,none,entropy,adaptive_defended_calibration,0.4961,0.4649999999999999,0.03,0.04,0.4381042122840881,inverted_from_calibration,,,dp_qml
PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_b02,eff_su2_r5_d6,high,dp_qml,none,margin,adaptive_defended_calibration,0.4961,0.4649999999999999,0.03,0.04,-0.6818608641624451,inverted_from_calibration,,,dp_qml
PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_b02,eff_su2_r5_d6,high,dp_qml,none,correctness,adaptive_defended_calibration,0.525,0.525,0.0,0.0,0.5,as_defined,,,dp_qml
PETS_CREDIT_high_eff_su2_r5_d6_b02__dp_qml,pets_b02,eff_su2_r5_d6,high,dp_qml,none,learned_pv_stats_logistic,adaptive_defended_calibration,0.4549,0.46,0.04,0.07,0.5038448629124166,,,,dp_qml
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,loss,adaptive_defended_calibration,0.5094,0.51,0.02,0.04,-0.6083813607692719,as_defined,,,hamp_train
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,confidence,adaptive_defended_calibration,0.5094,0.51,0.02,0.04,0.5442310571670532,as_defined,,,hamp_train
PETS_CREDIT_high_eff_su2_r5_d6_b02__hamp_train,pets_b02,eff_su2_r5_d6,high,hamp_train,none,maximum_probability,adaptive_defended_calibration,0.4500999999999999,0.45,0.01,0.04,0.5670915246009827,as_defined,,,hamp_train
