target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,787c85a205e13b242012,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,272c38b1ecd099be7890,1,0,0,0.01651822216808796,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,6af56a8b2e15acc1e086,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,39c00d7f6c47885c6fc2,1,0,0,0.06244293600320816,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,0acc109e58c1c7823ce7,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,402e2e33d278085f817f,1,0,0,0.09692846238613129,True,True,False,4.898979663848877,128,256,8,90,482,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,07d4d260e30d7cf5b71f,1,1,1,0.0033990596421062946,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,df16a30c67111933fccc,1,1,1,0.12492570281028748,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,ae1704e8283a10912765,1,0,0,0.058489009737968445,True,True,False,4.898979663848877,64,256,9,90,419,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,b95d8aa7591c7887c05c,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,5584930e99aa4007d628,1,0,0,1.0879807472229004,True,True,False,4.898979663848877,32,256,13,90,391,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,a5b1091e7ec67f7a06ed,1,0,0,0.0004676534445025027,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,e4890079e5df86b99388,1,0,0,0.1315578818321228,True,True,False,4.898979663848877,64,256,9,90,419,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,bd6c7e8fd4e7879e23df,1,0,0,0.13873235881328583,True,True,False,4.898979663848877,32,256,12,90,390,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,bacc1c25b75ae0e1b780,1,0,0,1.341854453086853,True,True,False,4.898979663848877,32,256,12,90,390,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,aaff47c50ec280d97eda,1,1,1,0.07086266577243805,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,83a947285ea3ca8494da,1,0,0,0.10373256355524063,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,46dbe6ca2f4531385a05,1,1,1,0.10021083056926727,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,d1d396dc69ac0aeade66,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,29a333df83b13ef7fea3,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,5ba4fb7c3b97c71d701a,0,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__l2,none,attack_calibration,b5d9c5918402d7422322,0,0,0,0.005360816605389118,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
