target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,787c85a205e13b242012,1,0,0,0.8529638051986694,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,272c38b1ecd099be7890,1,0,0,0.08101369440555573,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,6af56a8b2e15acc1e086,1,0,0,0.06269952654838562,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,39c00d7f6c47885c6fc2,1,0,0,0.18157371878623962,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,0acc109e58c1c7823ce7,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,402e2e33d278085f817f,1,0,0,1.3809665441513062,True,True,False,4.898979663848877,64,256,14,90,424,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,07d4d260e30d7cf5b71f,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,df16a30c67111933fccc,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,ae1704e8283a10912765,1,0,0,2.3231923580169678,True,True,False,4.898979663848877,96,256,16,90,458,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,b95d8aa7591c7887c05c,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,5584930e99aa4007d628,1,0,0,0.8208004832267761,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,a5b1091e7ec67f7a06ed,1,0,0,0.08737897872924805,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,e4890079e5df86b99388,1,0,0,0.22123222053050995,True,True,False,4.898979663848877,32,256,11,90,389,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,bd6c7e8fd4e7879e23df,1,0,0,0.2248840630054474,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,bacc1c25b75ae0e1b780,1,0,0,1.184275507926941,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,aaff47c50ec280d97eda,1,1,1,0.008871550671756268,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,83a947285ea3ca8494da,1,0,0,2.6213746070861816,True,True,False,4.898979663848877,32,256,18,90,396,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,46dbe6ca2f4531385a05,1,1,1,0.006941238418221474,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,d1d396dc69ac0aeade66,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,29a333df83b13ef7fea3,1,0,0,2.387842893600464,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,5ba4fb7c3b97c71d701a,0,0,0,0.11614488065242767,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,b5d9c5918402d7422322,0,0,0,1.828935146331787,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,6d32dd00024b64288c47,0,0,0,0.049678124487400055,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,dbb3f0944676a758472a,0,0,0,0.1450021117925644,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,17de222b62ae649ad970,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,500c167f524088e2bc46,0,0,0,0.07234413176774979,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,e0cfb8d7d8cf9dc4e69a,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,c7e32746df2a48a62ccf,0,1,1,0.009512947872281075,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,57e20dc2b384716bf071,0,0,0,0.20278356969356537,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,7a791ab7d3018c779a07,0,0,0,0.058673493564128876,True,True,False,4.898979663848877,32,256,11,90,389,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,f0aa16595070d27b9c5f,0,0,0,0.04888421297073364,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,3609ee73f1b7e8441ded,0,0,0,0.011549294926226139,True,True,False,4.898979663848877,64,256,11,90,421,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,d9003dc2c5345c666e82,0,0,0,0.21300488710403442,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,4dc032411909a25f9536,0,0,0,0.1817668080329895,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,7adae4d533a5e932e9c7,0,0,0,2.4001529216766357,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,e17849216d54d2d8ee22,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,7bbdc16973b22a2454b2,0,0,0,0.12780572474002838,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,memgq_lattice_sticky,attack_calibration,81a128333a8129c12e25,0,1,1,0.06412170827388763,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
