sample_id,membership,true_label,partition,lira_online,lira_online_fixed_variance,lira_offline,lira_offline_fixed_variance,global_true_class_log_odds
9462945173ba3a53,1,0,final_evaluation,-0.29631661831118716,0.1114754513412487,-0.4960347426427618,0.03280383198873105,1.8771710351074435
51d0bc7e919b7681,1,0,attack_calibration,2.775389761185431,-0.8613791444463038,3.988889997607726,0.6902991994930626,1.389774136369652
9a7292eef1816cb7,1,0,unused,-3.532931569223965,-17.19651493288463,1.292937921530339,1.5627540218800662,3.766957092227695
470d6a14daf8d150,1,0,final_evaluation,-0.025743706958443635,-0.34917982105806544,1.4419839491742725,0.0441909109603249,3.2479604286355537
b1865a02a973295e,1,0,final_evaluation,1.0734026147901465,3.071646854181786,1.5343351276320751,3.0725309636443336,1.5004586185769746
2511f6e0a190dee4,1,0,attack_calibration,-4.485846207831459,-2.5898127792377137,-0.7346032958203548,0.033082128581772396,1.5241701339752183
61c2c70449c97c00,1,0,final_evaluation,0.7280111338425787,0.26491158795480674,-0.03721696109203798,0.18481928464879982,0.9842737639067682
a8090ec830b657db,1,0,attack_calibration,-0.4078867158944971,-1.1957405189273111,0.7789643873434936,0.1535930889347853,2.5459964102857944
430c9863b0be2f59,1,0,final_evaluation,-4.846871821913134,-2.288065063322051,-0.85889376662402,0.04680855934652173,1.4120590063541152
307b68bf4345c687,1,1,unused,-5.420242149084794,-0.09079953750466163,-1.4251297156875338,0.042617312894431825,-0.8275333480497962
01390b8728342c2e,1,1,unused,-56.065643095805946,0.017428471115504496,2.697422190105657,0.13834401372951544,-1.2400992250759508
e50a3909a8f17e31,1,0,unused,34.6612169012604,-0.10304447957076973,66.9729635580781,0.4916069057077224,1.1816361555265795
884d3bed3ee9a76b,1,1,unused,7.761187445333071,0.7919259372268448,7.500098471326048,0.82974165937911,-0.16477548524898455
6534b546dd128466,1,0,final_evaluation,0.629932481476708,0.24827979485147078,0.7708226730522192,0.4231165934788803,1.8924947110490027
fa2cdb6626f2f7a5,1,0,attack_calibration,-0.4064897420683895,-3.012729388312034,1.2364744485133357,0.25537903352092517,3.877892485258782
b9405c8d1f87a506,1,0,attack_calibration,-2.809542045535914,-2.615113970363308,0.5959892715649979,0.28795560132394016,2.2830465270361016
94db41731fc94db4,1,0,unused,-0.7621830333592363,-0.21867296191509955,-0.5107619816663242,0.056210605092379295,0.8804746190907871
397282abbed799ef,1,0,unused,0.37637400816467104,0.2146383010170998,0.17999795279982356,0.2642592427057322,1.322434654702442
a7a9da234f1dc6e5,1,0,attack_calibration,-0.6380103782497963,0.11820023769872523,-1.0071177829898206,0.03557738130046184,0.6724434318553576
2481717a8993a05e,1,1,unused,-3.1263713502099377,-0.6475118042058987,-0.14039008721679025,0.11125479600752008,-0.21745711866496076
5a4c809667fa2c9e,1,1,final_evaluation,-3.9323422085344717,5.044390271387523,2.1052152523784287,6.877206592860523,-1.161797164157313
