All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b03__dp_qml', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='5'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
/home/najeeb/qurift_satML/reviewer_tools/qurift_target_loader.py:320: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  state = torch.load(model_path, map_location=device)
[1/40] attack_calibration member=1 distance=0 queries=0
[2/40] attack_calibration member=1 distance=0.13889 queries=386
[3/40] attack_calibration member=1 distance=0.04971 queries=386
[4/40] attack_calibration member=1 distance=0 queries=0
[5/40] attack_calibration member=1 distance=0.084976 queries=386
[6/40] attack_calibration member=1 distance=0.17105 queries=386
[7/40] attack_calibration member=1 distance=0.17379 queries=386
[8/40] attack_calibration member=1 distance=0 queries=0
[9/40] attack_calibration member=1 distance=0.020382 queries=386
[10/40] attack_calibration member=1 distance=0 queries=0
[11/40] attack_calibration member=1 distance=0.13553 queries=386
[12/40] attack_calibration member=1 distance=0 queries=0
[13/40] attack_calibration member=1 distance=0 queries=0
[14/40] attack_calibration member=1 distance=0 queries=0
[15/40] attack_calibration member=1 distance=0.2259 queries=386
[16/40] attack_calibration member=1 distance=0 queries=0
[17/40] attack_calibration member=1 distance=0.045972 queries=386
[18/40] attack_calibration member=1 distance=0.060749 queries=386
[19/40] attack_calibration member=1 distance=0 queries=0
[20/40] attack_calibration member=1 distance=0.14498 queries=386
[21/40] attack_calibration member=0 distance=0.087331 queries=386
[22/40] attack_calibration member=0 distance=0.14721 queries=386
[23/40] attack_calibration member=0 distance=0 queries=0
[24/40] attack_calibration member=0 distance=0 queries=0
[25/40] attack_calibration member=0 distance=0 queries=0
[26/40] attack_calibration member=0 distance=0.1102 queries=386
[27/40] attack_calibration member=0 distance=0.025919 queries=386
[28/40] attack_calibration member=0 distance=0 queries=0
[29/40] attack_calibration member=0 distance=0.14541 queries=386
[30/40] attack_calibration member=0 distance=0 queries=0
[31/40] attack_calibration member=0 distance=0.056273 queries=386
