All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b04__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='1'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
/home/najeeb/qurift_satML/reviewer_tools/qurift_target_loader.py:320: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  state = torch.load(model_path, map_location=device)
[1/40] attack_calibration member=1 distance=0.10123 queries=386
[2/40] attack_calibration member=1 distance=1.1235 queries=418
[3/40] attack_calibration member=1 distance=0.043446 queries=386
[4/40] attack_calibration member=1 distance=0.40513 queries=387
[5/40] attack_calibration member=1 distance=0 queries=0
[6/40] attack_calibration member=1 distance=0.20359 queries=387
[7/40] attack_calibration member=1 distance=0 queries=0
[8/40] attack_calibration member=1 distance=0 queries=0
[9/40] attack_calibration member=1 distance=0.26965 queries=393
[10/40] attack_calibration member=1 distance=0.0094313 queries=386
[11/40] attack_calibration member=1 distance=0.4894 queries=386
[12/40] attack_calibration member=1 distance=0.095828 queries=388
[13/40] attack_calibration member=1 distance=0.21752 queries=387
[14/40] attack_calibration member=1 distance=0.22651 queries=387
[15/40] attack_calibration member=1 distance=0.089963 queries=386
[16/40] attack_calibration member=1 distance=0.014785 queries=386
[17/40] attack_calibration member=1 distance=1.0955 queries=392
[18/40] attack_calibration member=1 distance=0 queries=0
[19/40] attack_calibration member=1 distance=0 queries=0
[20/40] attack_calibration member=1 distance=0.062795 queries=386
[21/40] attack_calibration member=0 distance=0.078783 queries=386
[22/40] attack_calibration member=0 distance=1.0729 queries=392
[23/40] attack_calibration member=0 distance=0.061644 queries=388
[24/40] attack_calibration member=0 distance=0.83856 queries=386
[25/40] attack_calibration member=0 distance=0 queries=0
[26/40] attack_calibration member=0 distance=0.06597 queries=386
[27/40] attack_calibration member=0 distance=0 queries=0
[28/40] attack_calibration member=0 distance=0.0076487 queries=386
[29/40] attack_calibration member=0 distance=0.12526 queries=386
[30/40] attack_calibration member=0 distance=0.058192 queries=386
[31/40] attack_calibration member=0 distance=0.059952 queries=418
[32/40] attack_calibration member=0 distance=1.1407 queries=395
[33/40] attack_calibration member=0 distance=0.32272 queries=393
[34/40] attack_calibration member=0 distance=1.2547 queries=386
[35/40] attack_calibration member=0 distance=0.12439 queries=387
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=1.1441 queries=386
[38/40] attack_calibration member=0 distance=0.05922 queries=386
[39/40] attack_calibration member=0 distance=0 queries=0
[40/40] attack_calibration member=0 distance=0.1163 queries=388
[1/40] final_evaluation member=1 distance=0.17133 queries=388
[2/40] final_evaluation member=1 distance=0.15301 queries=386
[3/40] final_evaluation member=1 distance=0.44315 queries=389
[4/40] final_evaluation member=1 distance=0.0087327 queries=386
[5/40] final_evaluation member=1 distance=1.1336 queries=391
[6/40] final_evaluation member=1 distance=0 queries=0
[7/40] final_evaluation member=1 distance=0.11582 queries=388
[8/40] final_evaluation member=1 distance=0 queries=0
[9/40] final_evaluation member=1 distance=0.025857 queries=386
[10/40] final_evaluation member=1 distance=0.027006 queries=386
[11/40] final_evaluation member=1 distance=0.77046 queries=388
[12/40] final_evaluation member=1 distance=0.1916 queries=388
[13/40] final_evaluation member=1 distance=1.325 queries=400
[14/40] final_evaluation member=1 distance=0.88605 queries=386
[15/40] final_evaluation member=1 distance=0.63851 queries=387
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.081616 queries=387
[18/40] final_evaluation member=1 distance=0.11004 queries=386
[19/40] final_evaluation member=1 distance=0.34485 queries=390
[20/40] final_evaluation member=1 distance=0 queries=0
