All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b03__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'lattice_round', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='3'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
/home/najeeb/qurift_satML/reviewer_tools/qurift_target_loader.py:320: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  state = torch.load(model_path, map_location=device)
[1/40] attack_calibration member=1 distance=0.037233 queries=388
[2/40] attack_calibration member=1 distance=0.72838 queries=395
[3/40] attack_calibration member=1 distance=0.73941 queries=393
[4/40] attack_calibration member=1 distance=0 queries=0
[5/40] attack_calibration member=1 distance=0 queries=0
[6/40] attack_calibration member=1 distance=0.072818 queries=387
[7/40] attack_calibration member=1 distance=0.026356 queries=386
[8/40] attack_calibration member=1 distance=0 queries=0
[9/40] attack_calibration member=1 distance=0.32622 queries=388
[10/40] attack_calibration member=1 distance=0.9688 queries=391
[11/40] attack_calibration member=1 distance=0.47386 queries=386
[12/40] attack_calibration member=1 distance=0.84062 queries=391
[13/40] attack_calibration member=1 distance=0.87637 queries=390
[14/40] attack_calibration member=1 distance=0.72989 queries=387
[15/40] attack_calibration member=1 distance=0.33943 queries=386
[16/40] attack_calibration member=1 distance=0 queries=0
[17/40] attack_calibration member=1 distance=0.39684 queries=392
[18/40] attack_calibration member=1 distance=0.012661 queries=386
[19/40] attack_calibration member=1 distance=0 queries=0
[20/40] attack_calibration member=1 distance=0.22016 queries=386
[21/40] attack_calibration member=0 distance=0.10932 queries=386
[22/40] attack_calibration member=0 distance=0.46334 queries=389
[23/40] attack_calibration member=0 distance=0.07083 queries=386
[24/40] attack_calibration member=0 distance=0.71156 queries=389
[25/40] attack_calibration member=0 distance=0 queries=0
[26/40] attack_calibration member=0 distance=0.30428 queries=388
[27/40] attack_calibration member=0 distance=0 queries=0
[28/40] attack_calibration member=0 distance=0 queries=0
[29/40] attack_calibration member=0 distance=0.2413 queries=387
[30/40] attack_calibration member=0 distance=0.3121 queries=386
[31/40] attack_calibration member=0 distance=0.19129 queries=386
[32/40] attack_calibration member=0 distance=0.040526 queries=386
[33/40] attack_calibration member=0 distance=0.051432 queries=387
[34/40] attack_calibration member=0 distance=0.097069 queries=386
[35/40] attack_calibration member=0 distance=1.1037 queries=389
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.70328 queries=388
[38/40] attack_calibration member=0 distance=0.047314 queries=386
[39/40] attack_calibration member=0 distance=0.050451 queries=386
[40/40] attack_calibration member=0 distance=0.20358 queries=386
[1/40] final_evaluation member=1 distance=0.56766 queries=388
[2/40] final_evaluation member=1 distance=0.058233 queries=386
[3/40] final_evaluation member=1 distance=0.17899 queries=388
[4/40] final_evaluation member=1 distance=0.10577 queries=386
[5/40] final_evaluation member=1 distance=0.074419 queries=388
[6/40] final_evaluation member=1 distance=0.1288 queries=386
[7/40] final_evaluation member=1 distance=0.75044 queries=388
[8/40] final_evaluation member=1 distance=0.093606 queries=386
[9/40] final_evaluation member=1 distance=0 queries=0
[10/40] final_evaluation member=1 distance=0.63915 queries=389
[11/40] final_evaluation member=1 distance=0.049607 queries=386
[12/40] final_evaluation member=1 distance=0.5969 queries=390
[13/40] final_evaluation member=1 distance=0.90402 queries=396
[14/40] final_evaluation member=1 distance=0.84633 queries=390
[15/40] final_evaluation member=1 distance=0.26005 queries=386
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.40673 queries=387
[18/40] final_evaluation member=1 distance=0.27623 queries=386
[19/40] final_evaluation member=1 distance=0.14089 queries=387
[20/40] final_evaluation member=1 distance=0.0035712 queries=386
[21/40] final_evaluation member=0 distance=0.55242 queries=390
[22/40] final_evaluation member=0 distance=0.27466 queries=387
[23/40] final_evaluation member=0 distance=0.1101 queries=387
[24/40] final_evaluation member=0 distance=0.7227 queries=392
[25/40] final_evaluation member=0 distance=0.77657 queries=391
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0 queries=0
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0 queries=0
[31/40] final_evaluation member=0 distance=0.66276 queries=390
[32/40] final_evaluation member=0 distance=0.20094 queries=387
[33/40] final_evaluation member=0 distance=0.36071 queries=386
[34/40] final_evaluation member=0 distance=0.059123 queries=389
[35/40] final_evaluation member=0 distance=0.079604 queries=387
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.45621 queries=387
[38/40] final_evaluation member=0 distance=0 queries=0
[39/40] final_evaluation member=0 distance=1.2285 queries=392
[40/40] final_evaluation member=0 distance=0.06103 queries=386
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b03__none/hsj/lattice_round_metrics.json
