All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b02__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'lattice_round', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='4'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
/home/najeeb/qurift_satML/reviewer_tools/qurift_target_loader.py:320: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  state = torch.load(model_path, map_location=device)
[1/40] attack_calibration member=1 distance=0.56706 queries=386
[2/40] attack_calibration member=1 distance=0.60074 queries=387
[3/40] attack_calibration member=1 distance=0.17977 queries=387
[4/40] attack_calibration member=1 distance=0.11631 queries=390
[5/40] attack_calibration member=1 distance=0 queries=0
[6/40] attack_calibration member=1 distance=0.41854 queries=389
[7/40] attack_calibration member=1 distance=0 queries=0
[8/40] attack_calibration member=1 distance=0 queries=0
[9/40] attack_calibration member=1 distance=0.56718 queries=386
[10/40] attack_calibration member=1 distance=0.57884 queries=390
[11/40] attack_calibration member=1 distance=1.1185 queries=389
[12/40] attack_calibration member=1 distance=0.18652 queries=386
[13/40] attack_calibration member=1 distance=0.67909 queries=387
[14/40] attack_calibration member=1 distance=0.16572 queries=388
[15/40] attack_calibration member=1 distance=0.20026 queries=387
[16/40] attack_calibration member=1 distance=0.16559 queries=386
[17/40] attack_calibration member=1 distance=0.07078 queries=386
[18/40] attack_calibration member=1 distance=0 queries=0
[19/40] attack_calibration member=1 distance=0.09119 queries=386
[20/40] attack_calibration member=1 distance=0.26169 queries=386
[21/40] attack_calibration member=0 distance=0.88316 queries=389
[22/40] attack_calibration member=0 distance=0.084863 queries=386
[23/40] attack_calibration member=0 distance=0.21557 queries=390
[24/40] attack_calibration member=0 distance=0.13353 queries=389
[25/40] attack_calibration member=0 distance=0 queries=0
[26/40] attack_calibration member=0 distance=0.33039 queries=387
[27/40] attack_calibration member=0 distance=0 queries=0
[28/40] attack_calibration member=0 distance=0 queries=0
[29/40] attack_calibration member=0 distance=0.3522 queries=387
[30/40] attack_calibration member=0 distance=0.033991 queries=388
[31/40] attack_calibration member=0 distance=0.12821 queries=387
[32/40] attack_calibration member=0 distance=0.43188 queries=386
[33/40] attack_calibration member=0 distance=0.12121 queries=387
[34/40] attack_calibration member=0 distance=0.75923 queries=392
[35/40] attack_calibration member=0 distance=0.3969 queries=386
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.46516 queries=386
[38/40] attack_calibration member=0 distance=0 queries=0
[39/40] attack_calibration member=0 distance=0 queries=0
[40/40] attack_calibration member=0 distance=1.2271 queries=390
[1/40] final_evaluation member=1 distance=0.023938 queries=386
[2/40] final_evaluation member=1 distance=0.76097 queries=387
[3/40] final_evaluation member=1 distance=0.49995 queries=386
[4/40] final_evaluation member=1 distance=0.082513 queries=386
[5/40] final_evaluation member=1 distance=0.60589 queries=386
[6/40] final_evaluation member=1 distance=0 queries=0
[7/40] final_evaluation member=1 distance=0.52738 queries=388
[8/40] final_evaluation member=1 distance=0.11603 queries=386
[9/40] final_evaluation member=1 distance=0 queries=0
[10/40] final_evaluation member=1 distance=0.1229 queries=386
[11/40] final_evaluation member=1 distance=0.056697 queries=386
[12/40] final_evaluation member=1 distance=0.6042 queries=388
[13/40] final_evaluation member=1 distance=0.14755 queries=389
[14/40] final_evaluation member=1 distance=0.34746 queries=387
[15/40] final_evaluation member=1 distance=0.27632 queries=387
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.3385 queries=389
[18/40] final_evaluation member=1 distance=0.017895 queries=387
[19/40] final_evaluation member=1 distance=0.54914 queries=386
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=0.33436 queries=386
[22/40] final_evaluation member=0 distance=0.22127 queries=386
[23/40] final_evaluation member=0 distance=0.067593 queries=386
[24/40] final_evaluation member=0 distance=0.035279 queries=386
[25/40] final_evaluation member=0 distance=0.28564 queries=386
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0.088497 queries=386
[28/40] final_evaluation member=0 distance=0.020918 queries=386
[29/40] final_evaluation member=0 distance=0.1112 queries=386
[30/40] final_evaluation member=0 distance=0.14922 queries=386
[31/40] final_evaluation member=0 distance=0.16838 queries=388
[32/40] final_evaluation member=0 distance=1.3255 queries=399
[33/40] final_evaluation member=0 distance=0.036395 queries=388
[34/40] final_evaluation member=0 distance=1.5887 queries=389
[35/40] final_evaluation member=0 distance=0.034337 queries=387
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.58608 queries=389
[38/40] final_evaluation member=0 distance=0.59607 queries=388
[39/40] final_evaluation member=0 distance=0.64777 queries=387
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b02__none/hsj/lattice_round_metrics.json
