All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b03__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='5'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
/home/najeeb/qurift_satML/reviewer_tools/qurift_target_loader.py:320: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  state = torch.load(model_path, map_location=device)
[1/40] attack_calibration member=1 distance=0.85855 queries=389
[2/40] attack_calibration member=1 distance=0.85317 queries=386
[3/40] attack_calibration member=1 distance=0.34611 queries=387
[4/40] attack_calibration member=1 distance=0 queries=0
[5/40] attack_calibration member=1 distance=0 queries=0
[6/40] attack_calibration member=1 distance=0.092973 queries=386
[7/40] attack_calibration member=1 distance=0.019466 queries=386
[8/40] attack_calibration member=1 distance=0 queries=0
[9/40] attack_calibration member=1 distance=0.18692 queries=388
[10/40] attack_calibration member=1 distance=0.4862 queries=387
[11/40] attack_calibration member=1 distance=0.30589 queries=386
[12/40] attack_calibration member=1 distance=0.48854 queries=387
[13/40] attack_calibration member=1 distance=0.091178 queries=386
[14/40] attack_calibration member=1 distance=0.59518 queries=386
[15/40] attack_calibration member=1 distance=0.31785 queries=387
[16/40] attack_calibration member=1 distance=0 queries=0
[17/40] attack_calibration member=1 distance=0.25734 queries=386
[18/40] attack_calibration member=1 distance=0.0089629 queries=386
[19/40] attack_calibration member=1 distance=0 queries=0
[20/40] attack_calibration member=1 distance=0.35962 queries=386
[21/40] attack_calibration member=0 distance=0.79329 queries=386
[22/40] attack_calibration member=0 distance=0.40748 queries=387
[23/40] attack_calibration member=0 distance=0.9754 queries=387
[24/40] attack_calibration member=0 distance=0.94392 queries=391
[25/40] attack_calibration member=0 distance=0 queries=0
[26/40] attack_calibration member=0 distance=0.23886 queries=387
[27/40] attack_calibration member=0 distance=0 queries=0
[28/40] attack_calibration member=0 distance=0 queries=0
[29/40] attack_calibration member=0 distance=0.20568 queries=388
[30/40] attack_calibration member=0 distance=0.37856 queries=389
