All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b04__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'dynanoise', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='0'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
/home/najeeb/qurift_satML/reviewer_tools/qurift_target_loader.py:320: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  state = torch.load(model_path, map_location=device)
[1/40] attack_calibration member=1 distance=0.016196 queries=407
[2/40] attack_calibration member=1 distance=4.899 queries=128
[3/40] attack_calibration member=1 distance=1.53 queries=177
[4/40] attack_calibration member=1 distance=0.41543 queries=491
[5/40] attack_calibration member=1 distance=0 queries=0
[6/40] attack_calibration member=1 distance=4.899 queries=128
[7/40] attack_calibration member=1 distance=0 queries=0
[8/40] attack_calibration member=1 distance=0 queries=0
[9/40] attack_calibration member=1 distance=0.093687 queries=435
[10/40] attack_calibration member=1 distance=1.6604 queries=191
[11/40] attack_calibration member=1 distance=0.72007 queries=159
[12/40] attack_calibration member=1 distance=4.899 queries=128
[13/40] attack_calibration member=1 distance=0.37497 queries=492
[14/40] attack_calibration member=1 distance=1.0292 queries=116
[15/40] attack_calibration member=1 distance=0.10936 queries=336
[16/40] attack_calibration member=1 distance=0 queries=0
[17/40] attack_calibration member=1 distance=0.18501 queries=482
[18/40] attack_calibration member=1 distance=0 queries=0
[19/40] attack_calibration member=1 distance=0 queries=0
[20/40] attack_calibration member=1 distance=0.030958 queries=418
[21/40] attack_calibration member=0 distance=4.899 queries=128
[22/40] attack_calibration member=0 distance=4.899 queries=128
[23/40] attack_calibration member=0 distance=0.030724 queries=326
[24/40] attack_calibration member=0 distance=4.899 queries=128
[25/40] attack_calibration member=0 distance=0 queries=386
[26/40] attack_calibration member=0 distance=0 queries=0
[27/40] attack_calibration member=0 distance=0 queries=0
[28/40] attack_calibration member=0 distance=0 queries=0
[29/40] attack_calibration member=0 distance=1.9569 queries=148
[30/40] attack_calibration member=0 distance=0 queries=0
[31/40] attack_calibration member=0 distance=0 queries=0
[32/40] attack_calibration member=0 distance=0 queries=0
[33/40] attack_calibration member=0 distance=4.899 queries=128
[34/40] attack_calibration member=0 distance=2.4565 queries=116
[35/40] attack_calibration member=0 distance=0.94875 queries=116
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=4.899 queries=128
[38/40] attack_calibration member=0 distance=0 queries=0
[39/40] attack_calibration member=0 distance=0 queries=0
[40/40] attack_calibration member=0 distance=0.05513 queries=435
[1/40] final_evaluation member=1 distance=0 queries=0
[2/40] final_evaluation member=1 distance=0 queries=0
[3/40] final_evaluation member=1 distance=2.1288 queries=135
[4/40] final_evaluation member=1 distance=4.899 queries=128
[5/40] final_evaluation member=1 distance=0.069163 queries=442
[6/40] final_evaluation member=1 distance=0 queries=387
[7/40] final_evaluation member=1 distance=0.0069882 queries=433
[8/40] final_evaluation member=1 distance=0 queries=0
[9/40] final_evaluation member=1 distance=0 queries=387
[10/40] final_evaluation member=1 distance=4.899 queries=128
[11/40] final_evaluation member=1 distance=4.899 queries=128
[12/40] final_evaluation member=1 distance=1.1962 queries=116
[13/40] final_evaluation member=1 distance=4.899 queries=128
[14/40] final_evaluation member=1 distance=0.42024 queries=413
[15/40] final_evaluation member=1 distance=0.71328 queries=462
[16/40] final_evaluation member=1 distance=0 queries=386
[17/40] final_evaluation member=1 distance=4.899 queries=128
