All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b03__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[GPU] Respecting CUDA_VISIBLE_DEVICES='1'
Using device: cuda
In SU2 encoder part
multi_index_rule in general encoder plus new is prod 
M Ops: ('XX', 'YY'), Pairs: [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 0)], Head in_features: 12, classes: 2
/home/najeeb/qurift_satML/reviewer_tools/qurift_target_loader.py:320: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  state = torch.load(model_path, map_location=device)
[1/40] attack_calibration member=1 distance=0.042159 queries=386
[2/40] attack_calibration member=1 distance=0.72592 queries=395
[3/40] attack_calibration member=1 distance=0.77118 queries=394
[4/40] attack_calibration member=1 distance=0 queries=0
[5/40] attack_calibration member=1 distance=0 queries=0
[6/40] attack_calibration member=1 distance=0.075265 queries=388
[7/40] attack_calibration member=1 distance=0.024449 queries=386
[8/40] attack_calibration member=1 distance=0 queries=0
[9/40] attack_calibration member=1 distance=0.31254 queries=388
[10/40] attack_calibration member=1 distance=0.88535 queries=391
[11/40] attack_calibration member=1 distance=0.47945 queries=386
[12/40] attack_calibration member=1 distance=0.84252 queries=389
[13/40] attack_calibration member=1 distance=1.0454 queries=389
[14/40] attack_calibration member=1 distance=0.84154 queries=387
[15/40] attack_calibration member=1 distance=0.3419 queries=386
[16/40] attack_calibration member=1 distance=0 queries=0
[17/40] attack_calibration member=1 distance=0.36905 queries=392
[18/40] attack_calibration member=1 distance=0.016243 queries=386
[19/40] attack_calibration member=1 distance=0 queries=0
[20/40] attack_calibration member=1 distance=0.21966 queries=386
[21/40] attack_calibration member=0 distance=0.10896 queries=386
[22/40] attack_calibration member=0 distance=0.46775 queries=389
[23/40] attack_calibration member=0 distance=0.076817 queries=386
[24/40] attack_calibration member=0 distance=0.71486 queries=389
[25/40] attack_calibration member=0 distance=0 queries=0
[26/40] attack_calibration member=0 distance=0.3109 queries=388
[27/40] attack_calibration member=0 distance=0 queries=0
[28/40] attack_calibration member=0 distance=0 queries=0
[29/40] attack_calibration member=0 distance=0.25223 queries=387
[30/40] attack_calibration member=0 distance=0.31443 queries=387
[31/40] attack_calibration member=0 distance=0.1965 queries=386
[32/40] attack_calibration member=0 distance=0.041581 queries=386
[33/40] attack_calibration member=0 distance=0.055249 queries=387
[34/40] attack_calibration member=0 distance=0.093155 queries=386
[35/40] attack_calibration member=0 distance=0.59304 queries=390
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.20771 queries=388
[38/40] attack_calibration member=0 distance=0.050353 queries=386
[39/40] attack_calibration member=0 distance=0.052592 queries=386
[40/40] attack_calibration member=0 distance=0.20949 queries=386
[1/40] final_evaluation member=1 distance=0.57369 queries=387
[2/40] final_evaluation member=1 distance=0.051583 queries=386
[3/40] final_evaluation member=1 distance=0.15681 queries=388
[4/40] final_evaluation member=1 distance=0.10501 queries=386
[5/40] final_evaluation member=1 distance=1.2414 queries=389
[6/40] final_evaluation member=1 distance=0.12948 queries=386
[7/40] final_evaluation member=1 distance=0.80419 queries=388
[8/40] final_evaluation member=1 distance=0.09609 queries=386
[9/40] final_evaluation member=1 distance=0 queries=0
[10/40] final_evaluation member=1 distance=0.58865 queries=389
[11/40] final_evaluation member=1 distance=0.050343 queries=386
[12/40] final_evaluation member=1 distance=0.60259 queries=388
[13/40] final_evaluation member=1 distance=0.90949 queries=395
[14/40] final_evaluation member=1 distance=0.85342 queries=390
[15/40] final_evaluation member=1 distance=0.25108 queries=386
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.46643 queries=386
[18/40] final_evaluation member=1 distance=0.27836 queries=386
[19/40] final_evaluation member=1 distance=0.055588 queries=387
[20/40] final_evaluation member=1 distance=0.0054464 queries=386
