target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,4b85b1f42c0154e0d47c,1,0,0,0.7200734615325928,True,True,False,4.898979663848877,32,256,26,90,404,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,fb40711278aca2b43c69,1,0,0,0.1386626958847046,True,True,False,4.898979663848877,32,192,24,60,308,5,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,4dde24d981dd8981f71f,1,0,0,0.4735661745071411,True,True,False,4.898979663848877,32,256,15,90,393,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,11ccb38ba9653d61e950,1,1,1,0.0020947291050106287,True,True,False,4.898979663848877,32,256,31,90,409,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,78edbc6916b12b570866,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,e07f107ec2deef516f4f,1,0,0,0.48004722595214844,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,b91b8614dbf7826436cf,1,0,0,0.3241455852985382,True,True,False,4.898979663848877,32,32,10,10,84,0,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,eb849709f12c60edd50b,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,006df97946d214e0111f,1,0,0,0.4487578570842743,True,True,False,4.898979663848877,32,128,21,40,221,3,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,bd6c7e8fd4e7879e23df,1,0,0,0.6688273549079895,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,88b1c0733571d25bdfa5,1,0,0,0.4046265482902527,True,True,False,4.898979663848877,32,256,11,90,389,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,92516ca36411fad7d9c9,1,0,0,0.04948616772890091,True,True,False,4.898979663848877,32,256,22,80,390,7,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,f1068bd99413d081a271,1,0,0,0.19306813180446625,True,True,False,4.898979663848877,32,192,24,60,308,5,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,a6dfd0dc4ba32e6c00e6,1,0,0,0.05731641501188278,True,True,False,4.898979663848877,32,256,24,90,402,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,83a947285ea3ca8494da,1,0,0,0.2539462149143219,True,True,False,4.898979663848877,32,224,25,70,351,6,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,f929be357f68bdda4236,1,0,0,0.726429283618927,True,True,False,4.898979663848877,32,32,10,10,84,0,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,6f47824d3363865de61a,1,0,0,0.4472883343696594,True,True,False,4.898979663848877,32,256,16,90,394,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,073dbbd888ef767c75de,1,0,0,0.5572018027305603,True,True,False,4.898979663848877,32,256,15,90,393,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,a5b1091e7ec67f7a06ed,1,0,0,0.2528165280818939,True,True,False,4.898979663848877,32,256,23,90,401,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,14865093b1485a5c3a41,1,0,0,0.14840608835220337,True,True,False,4.898979663848877,32,224,25,70,351,6,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,fd49901b4cc63c783db2,0,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,439a4b80869e58e17f79,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,249e820049d9be3790b9,0,0,0,0.0003486787900328636,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,46d7ad3cd76693d3a5e7,0,0,0,0.22300666570663452,True,True,False,4.898979663848877,32,160,22,50,264,4,False,geometric_step_search_failed
