target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,b95d8aa7591c7887c05c,1,0,0,0.21962861716747284,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,66fa33821884d4568b02,1,0,0,0.3466828465461731,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,6bf07a3ff23f9e3249c5,1,0,0,0.3747612535953522,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,01e7168ae2a624ff9916,1,0,0,1.3955895900726318,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,ae429a6a1d645aacb94e,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,402e2e33d278085f817f,1,0,0,0.16900181770324707,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,b3763b5a5d752cf2fa24,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,108acbd92e651db6ac49,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,16e3ff8c6f696f231824,1,0,0,0.2141089141368866,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,6cab59b4d007e6d2fd01,1,0,0,0.30639949440956116,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,d9170d275d5e05922e82,1,0,0,0.6443264484405518,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,f97851146238bb9a3754,1,0,0,0.3303663432598114,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,6992a9babb7ae6302cb5,1,0,0,1.6318588256835938,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,eaab06e0e9770f0cb322,1,0,0,0.3370533287525177,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,4cfea97c73e6dbfbc698,1,0,0,0.32875490188598633,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,ebaf9b6eb6ecde9fb27d,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,7311863aa70952806ffc,1,0,0,0.17992936074733734,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,d270fb7e059ab9884165,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,8e7d63ade90630d9f638,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,c05d34fbff8b3f10a857,1,0,0,1.2925186157226562,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,ba75efedfd0d9f6a0695,0,0,0,0.303366094827652,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,063deef7f56d5756e1cf,0,0,0,0.14825956523418427,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,09d0e09abfa034bff5d8,0,0,0,1.5352245569229126,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,b5d9c5918402d7422322,0,0,0,0.30471450090408325,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,7b834853bfb75e5de40e,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,87b615fece2d343f79e7,0,0,0,0.2223374992609024,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,f8aea5d0bf93413bcb67,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,129b92f1dd4ac3682d1f,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,a8481c01e77be10ce262,0,0,0,0.6071271300315857,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,c7e32746df2a48a62ccf,0,0,0,0.16781549155712128,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,4af56efbfa57e74caf64,0,0,0,0.25035524368286133,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,3abfa53b007677c95160,0,0,0,0.3215223252773285,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,db044af5025f3a516678,0,0,0,0.20932544767856598,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,2be8ef03afbb76401903,0,0,0,0.32089927792549133,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,00234f7b037abea25db5,0,0,0,1.6327542066574097,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,9f706ca9178af6f01cb2,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,f11fe8195832f8f6146d,0,0,0,0.19532161951065063,True,True,False,4.898979663848877,64,256,9,90,419,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b02__none,memgq_lattice_sticky,attack_calibration,4c35f6c9ad35b4cea4aa,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
