target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,4b85b1f42c0154e0d47c,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,fb40711278aca2b43c69,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,4dde24d981dd8981f71f,1,0,0,1.3570294380187988,True,True,False,4.898979663848877,96,256,12,90,454,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,11ccb38ba9653d61e950,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,78edbc6916b12b570866,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,e07f107ec2deef516f4f,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,b91b8614dbf7826436cf,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,eb849709f12c60edd50b,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,006df97946d214e0111f,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,bd6c7e8fd4e7879e23df,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,88b1c0733571d25bdfa5,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,92516ca36411fad7d9c9,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,f1068bd99413d081a271,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,a6dfd0dc4ba32e6c00e6,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,83a947285ea3ca8494da,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,f929be357f68bdda4236,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,6f47824d3363865de61a,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,073dbbd888ef767c75de,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,a5b1091e7ec67f7a06ed,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,14865093b1485a5c3a41,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,fd49901b4cc63c783db2,0,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_high_eff_su2_r5_d6_b01__l2,none,attack_calibration,439a4b80869e58e17f79,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
