target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,4b85b1f42c0154e0d47c,1,0,0,0.5785418152809143,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,fb40711278aca2b43c69,1,0,0,0.18000032007694244,True,True,False,4.898979663848877,32,224,27,70,353,6,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,4dde24d981dd8981f71f,1,0,0,1.3175101280212402,True,True,False,4.898979663848877,32,256,20,90,398,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,11ccb38ba9653d61e950,1,1,1,0.008504871279001236,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,78edbc6916b12b570866,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,e07f107ec2deef516f4f,1,0,0,0.447073370218277,True,True,False,4.898979663848877,32,160,22,50,264,4,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,b91b8614dbf7826436cf,1,0,0,0.0662158951163292,True,True,False,4.898979663848877,32,256,46,80,414,7,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,eb849709f12c60edd50b,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,006df97946d214e0111f,1,0,0,0.014674308709800243,True,True,False,4.898979663848877,32,256,21,90,399,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,bd6c7e8fd4e7879e23df,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,88b1c0733571d25bdfa5,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,92516ca36411fad7d9c9,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b01__none,dynanoise,attack_calibration,f1068bd99413d081a271,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
