target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,4b85b1f42c0154e0d47c,1,0,0,1.188131332397461,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,01743ddf295d8f6b5a46,1,0,0,0.2758045494556427,True,True,False,4.898979663848877,32,256,12,90,390,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,ce8a11f272895da8cd7f,1,0,0,1.5672268867492676,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,39c00d7f6c47885c6fc2,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,0acc109e58c1c7823ce7,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,418dd0dffa2f4aacf5a8,1,0,0,0.1277153491973877,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,c490de3382c28742eeb6,1,1,1,0.02283344976603985,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,df16a30c67111933fccc,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,693c448a296e96fc4d08,1,0,0,0.517373263835907,True,True,False,4.898979663848877,96,256,8,90,450,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,6a75db22a6087741eef2,1,0,0,1.0206477642059326,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,39f8154e08ad72170108,1,0,0,0.659338653087616,True,True,False,4.898979663848877,32,256,12,90,390,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,932ae6d0f203c398e4b5,1,0,0,0.2095627784729004,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,c9acdb61159286a4c2ce,1,0,0,0.1542617529630661,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,f0c1637eb1fa5204c581,1,0,0,0.7025486826896667,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,2f5a23022990244c47e8,1,0,0,0.4365311563014984,True,True,False,4.898979663848877,64,256,10,90,420,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,bf465d63c434358f77e4,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,0ec364cc4624f409f87e,1,0,0,0.27991151809692383,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,b95d8aa7591c7887c05c,1,1,1,0.08867410570383072,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,347bd04364dce3c5342e,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,e8613e68d8ca2ea9e7fd,1,0,0,0.5163901448249817,True,True,False,4.898979663848877,32,256,9,90,387,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,8b700d54442035cb6c26,0,0,0,0.019901879131793976,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,ca5f61dff414b714ba1a,0,0,0,1.2165701389312744,True,True,False,4.898979663848877,32,256,12,90,390,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,89a4f64927163b2d4e00,0,0,0,0.11397497355937958,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,f77c89d296de056b1bf4,0,0,0,0.17591166496276855,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,7b834853bfb75e5de40e,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,20d65947122a8fd33a8c,0,0,0,0.6364651918411255,True,True,False,4.898979663848877,32,256,11,90,389,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,18c0f7dae01921866658,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,6b8c503f00beb3d8f8fe,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,ac47904f35b9a8a4619c,0,0,0,0.22309143841266632,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,65eb9e1339e55daf5f76,0,0,0,0.1492595076560974,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,f0aa16595070d27b9c5f,0,0,0,0.21554416418075562,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,3e8bccfad94cf25adaf5,0,0,0,0.06684572249650955,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,4af56efbfa57e74caf64,0,0,0,0.026820804923772812,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,419877a69f01d036bdbb,0,0,0,1.2230356931686401,True,True,False,4.898979663848877,32,256,17,90,395,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b03__dp_qml,none,attack_calibration,00234f7b037abea25db5,0,0,0,2.123284101486206,True,True,False,4.898979663848877,64,256,20,90,430,8,False,iterations_completed
