target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,4b85b1f42c0154e0d47c,1,0,0,0.3005773425102234,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,fb40711278aca2b43c69,1,0,0,0.24339233338832855,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,4dde24d981dd8981f71f,1,0,0,1.067840814590454,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,11ccb38ba9653d61e950,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,78edbc6916b12b570866,1,0,0,0.24524514377117157,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,e07f107ec2deef516f4f,1,0,0,0.4384729266166687,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,b91b8614dbf7826436cf,1,0,0,0.28506705164909363,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,eb849709f12c60edd50b,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,006df97946d214e0111f,1,0,0,0.17452405393123627,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,bd6c7e8fd4e7879e23df,1,0,0,0.280357301235199,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,88b1c0733571d25bdfa5,1,0,0,0.2204531729221344,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,92516ca36411fad7d9c9,1,0,0,0.3227646052837372,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,f1068bd99413d081a271,1,0,0,0.22911129891872406,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,a6dfd0dc4ba32e6c00e6,1,0,0,0.3878324627876282,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,83a947285ea3ca8494da,1,0,0,0.23953530192375183,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,f929be357f68bdda4236,1,0,0,0.32684361934661865,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,6f47824d3363865de61a,1,0,0,0.03357972204685211,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,073dbbd888ef767c75de,1,0,0,0.44688642024993896,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,a5b1091e7ec67f7a06ed,1,0,0,0.21473725140094757,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,14865093b1485a5c3a41,1,0,0,0.4027837812900543,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,fd49901b4cc63c783db2,0,0,0,0.29550638794898987,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,439a4b80869e58e17f79,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,249e820049d9be3790b9,0,0,0,0.036005519330501556,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,46d7ad3cd76693d3a5e7,0,0,0,0.22733423113822937,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,ef24ebed9137bf1cf697,0,0,0,0.37917372584342957,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,62a1527c10e3ed85eaa6,0,0,0,0.5838474631309509,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,b5013191fc9f416c8e4b,0,0,0,0.4186369478702545,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,76a169068a2ab6394f63,0,0,0,0.28153857588768005,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,fe3f9ee420efa6823afe,0,0,0,0.37456631660461426,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,6cc8653639d78291af88,0,0,0,0.643783450126648,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,2810a2f0f8ca0deedc8e,0,0,0,0.778019368648529,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,a1564c9bf9ade3c0b019,0,0,0,0.5374309420585632,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,f9048c251e4492eda5c5,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,3abfa53b007677c95160,0,0,0,0.291880339384079,True,True,False,4.898979663848877,96,256,8,90,450,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,7f1c52e4fe76a6c0d0b0,0,0,0,0.32961422204971313,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,9da232e18467d7f3a6c8,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,8a07ef51bccf7c857429,0,0,0,0.28097420930862427,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,e7a3a64af90cc1920283,0,0,0,0.9478855729103088,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,7322e0069fd7f99aa2e0,0,0,0,0.33828839659690857,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,attack_calibration,d9003dc2c5345c666e82,0,0,0,0.36311936378479004,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,ae429a6a1d645aacb94e,1,0,0,0.964557409286499,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,70d271c728323ea28d90,1,0,0,0.33052903413772583,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,434123980ae7f6c38b02,1,0,0,1.637946367263794,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,b84ff32b3c14263b0dd5,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,66fa33821884d4568b02,1,0,0,0.4023253917694092,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,69ef03b5c6f4f7ecef33,1,0,0,0.4324832260608673,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,c91e3b5a028c06ad1f92,1,0,0,1.0209120512008667,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,272c38b1ecd099be7890,1,0,0,0.4877208173274994,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,192395141a760795b97a,1,0,0,0.344912588596344,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__none,lattice_round,final_evaluation,ebaf9b6eb6ecde9fb27d,1,0,0,0.2789286971092224,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
