target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,4b85b1f42c0154e0d47c,1,0,0,0.3590490221977234,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,fb40711278aca2b43c69,1,0,0,0.3284626305103302,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,4dde24d981dd8981f71f,1,0,0,1.1045969724655151,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,11ccb38ba9653d61e950,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,78edbc6916b12b570866,1,0,0,0.23204639554023743,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,e07f107ec2deef516f4f,1,0,0,0.405036598443985,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,b91b8614dbf7826436cf,1,0,0,0.32044970989227295,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,eb849709f12c60edd50b,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,006df97946d214e0111f,1,0,0,0.17883770167827606,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,bd6c7e8fd4e7879e23df,1,0,0,0.3531153202056885,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,88b1c0733571d25bdfa5,1,0,0,0.2465057522058487,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,92516ca36411fad7d9c9,1,0,0,0.4408195912837982,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,f1068bd99413d081a271,1,0,0,0.2947096526622772,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,a6dfd0dc4ba32e6c00e6,1,0,0,0.34522950649261475,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,83a947285ea3ca8494da,1,0,0,0.3566478490829468,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,f929be357f68bdda4236,1,0,0,0.3789921700954437,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,6f47824d3363865de61a,1,0,0,0.033816996961832047,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,073dbbd888ef767c75de,1,0,0,0.41643232107162476,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,a5b1091e7ec67f7a06ed,1,0,0,0.3605395555496216,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,14865093b1485a5c3a41,1,0,0,0.343429833650589,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,fd49901b4cc63c783db2,0,0,0,0.23036395013332367,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,439a4b80869e58e17f79,0,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,249e820049d9be3790b9,0,0,0,0.06219466030597687,True,True,False,4.898979663848877,64,256,8,90,418,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,46d7ad3cd76693d3a5e7,0,0,0,0.3024446666240692,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,ef24ebed9137bf1cf697,0,0,0,0.39751750230789185,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
PETS_CREDIT_low_eff_su2_r1_d6_b01__hamp_train,none,attack_calibration,62a1527c10e3ed85eaa6,0,0,0,0.6696160435676575,True,True,False,4.898979663848877,32,256,8,90,386,8,False,iterations_completed
